,ZIP,LEN,REVENUE,COMPENSATION,EXPENSES,CONTRIBUTIONS,PROGREVENUE
0,10177.0,1.0,144510.0,0.0,209250.0,144510.0,0.0
1,10178.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10249.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10179.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10260.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10268.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10270.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10271.0,1.0,258760.0,0.0,252659.0,258630.0,0.0
8,10272.0,1.0,99908.0,0.0,110771.0,99908.0,0.0
9,10274.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10276.0,7.0,593092.0,48600.0,543217.0,394339.0,131988.0
11,10164.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10278.0,0.0,0.0,0.0,0.0,0.0,0.0
13,10279.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10280.0,6.0,10759992.0,4130076.0,12948394.0,9225165.0,716197.0
15,10281.0,0.0,0.0,0.0,0.0,0.0,0.0
16,10282.0,1.0,428665.0,265365.0,435693.0,422291.0,6374.0
17,10185.0,6.0,1773490.0,22515.0,1140638.0,1274827.0,480439.0
18,10285.0,0.0,0.0,0.0,0.0,0.0,0.0
19,10286.0,0.0,0.0,0.0,0.0,0.0,0.0
20,10292.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10301.0,15.0,7034054.0,2737182.0,6978966.0,4075087.0,2679183.0
22,10302.0,0.0,0.0,0.0,0.0,0.0,0.0
23,10303.0,2.0,130161.0,0.0,132070.0,53555.0,76606.0
24,10304.0,3.0,78934.0,0.0,82395.0,15110.0,54325.0
25,10305.0,3.0,204834.0,68307.0,168789.0,143990.0,40776.0
26,10306.0,2.0,600451.0,81579.0,592272.0,282587.0,313662.0
27,10307.0,0.0,0.0,0.0,0.0,0.0,0.0
28,10308.0,1.0,53670.0,0.0,58908.0,53670.0,0.0
29,10309.0,0.0,0.0,0.0,0.0,0.0,0.0
30,10310.0,0.0,0.0,0.0,0.0,0.0,0.0
31,10311.0,0.0,0.0,0.0,0.0,0.0,0.0
32,10312.0,4.0,157141.0,0.0,118317.0,126332.0,28320.0
33,10313.0,0.0,0.0,0.0,0.0,0.0,0.0
34,10314.0,5.0,645511.0,73129.0,639650.0,84861.0,530945.0
35,11351.0,0.0,0.0,0.0,0.0,0.0,0.0
36,11352.0,2.0,319258.0,0.0,371901.0,205776.0,112104.0
37,11354.0,19.0,5959548.0,1038692.0,5781402.0,5090577.0,554504.0
38,11355.0,2.0,91900.0,0.0,68851.0,21052.0,70848.0
39,11356.0,3.0,34501.0,12800.0,34603.0,0.0,0.0
40,11357.0,4.0,405801.0,85887.0,458632.0,391233.0,12740.0
41,11358.0,4.0,324750.0,0.0,437441.0,157096.0,167610.0
42,11359.0,0.0,0.0,0.0,0.0,0.0,0.0
43,11360.0,3.0,197633.0,0.0,160446.0,190098.0,7440.0
44,11361.0,2.0,236690.0,17671.0,202476.0,168066.0,57125.0
45,11362.0,0.0,0.0,0.0,0.0,0.0,0.0
46,11363.0,3.0,219187.0,0.0,235372.0,71083.0,149487.0
47,11364.0,3.0,104324.0,0.0,136575.0,8798.0,92888.0
48,11365.0,6.0,938264.0,215770.0,849720.0,622584.0,301564.0
49,11366.0,1.0,5551.0,0.0,2003.0,5550.0,0.0
50,11367.0,2.0,565945.0,195414.0,584172.0,519690.0,43244.0
51,11368.0,5.0,35422969.0,8895890.0,22998472.0,30172638.0,4028880.0
52,11369.0,0.0,0.0,0.0,0.0,0.0,0.0
53,11370.0,1.0,71990.0,0.0,91779.0,71990.0,0.0
54,11371.0,0.0,0.0,0.0,0.0,0.0,0.0
55,11372.0,8.0,516364.0,171886.0,500500.0,289427.0,185251.0
56,11373.0,4.0,182819.0,0.0,76699.0,142877.0,37164.0
57,11374.0,4.0,63751.0,0.0,51361.0,63681.0,70.0
58,11375.0,4.0,255953.0,0.0,349118.0,23368.0,232475.0
59,11377.0,2.0,238154.0,0.0,299465.0,197449.0,40705.0
60,11378.0,2.0,177274.0,0.0,81254.0,139138.0,4522.0
61,11379.0,2.0,46607.0,0.0,49606.0,23546.0,23061.0
62,11380.0,0.0,0.0,0.0,0.0,0.0,0.0
63,11381.0,0.0,0.0,0.0,0.0,0.0,0.0
64,11385.0,4.0,608248.0,0.0,442100.0,264975.0,179276.0
65,11386.0,0.0,0.0,0.0,0.0,0.0,0.0
66,11411.0,0.0,0.0,0.0,0.0,0.0,0.0
67,11412.0,1.0,96421.0,0.0,130545.0,45492.0,0.0
68,11413.0,1.0,2229.0,0.0,2179.0,0.0,2229.0
69,11414.0,1.0,124397.0,0.0,98581.0,16250.0,104797.0
70,11415.0,2.0,88441.0,0.0,103001.0,30976.0,57404.0
71,11416.0,1.0,0.0,0.0,0.0,0.0,0.0
72,11417.0,0.0,0.0,0.0,0.0,0.0,0.0
73,11418.0,3.0,277239.0,113717.0,271063.0,267251.0,9618.0
74,11419.0,0.0,0.0,0.0,0.0,0.0,0.0
75,11420.0,3.0,528850.0,145290.0,535748.0,518675.0,9133.0
76,11421.0,2.0,1147035.0,256301.0,1097032.0,1095114.0,51271.0
77,11422.0,1.0,129.0,0.0,964.0,125.0,0.0
78,11423.0,0.0,0.0,0.0,0.0,0.0,0.0
79,11424.0,1.0,81611.0,0.0,114839.0,19507.0,0.0
80,11425.0,0.0,0.0,0.0,0.0,0.0,0.0
81,11426.0,1.0,37026.0,0.0,54021.0,37026.0,0.0
82,11427.0,2.0,25487.0,0.0,57955.0,13383.0,3935.0
83,11428.0,1.0,17046.0,0.0,18808.0,0.0,750.0
84,11429.0,0.0,0.0,0.0,0.0,0.0,0.0
85,11430.0,0.0,0.0,0.0,0.0,0.0,0.0
86,11431.0,0.0,0.0,0.0,0.0,0.0,0.0
87,11432.0,6.0,2438884.0,764254.0,2056444.0,1732211.0,699234.0
88,11433.0,0.0,0.0,0.0,0.0,0.0,0.0
89,11434.0,3.0,1028806.0,124962.0,1085379.0,507736.0,520280.0
90,11435.0,1.0,71763.0,0.0,84581.0,0.0,71163.0
91,11436.0,1.0,74897.0,0.0,72429.0,0.0,74897.0
92,11439.0,1.0,55752.0,0.0,37894.0,55752.0,0.0
93,11451.0,0.0,0.0,0.0,0.0,0.0,0.0
94,10451.0,8.0,2325410.0,596719.0,2042115.0,1921869.0,269418.0
95,10452.0,2.0,760171.0,143517.0,651460.0,749926.0,9594.0
96,10453.0,3.0,219956.0,0.0,257049.0,85288.0,78653.0
97,10454.0,2.0,208187.0,95307.0,241378.0,88942.0,117406.0
98,10455.0,1.0,440055.0,0.0,645690.0,0.0,440055.0
99,10456.0,2.0,5472722.0,2715257.0,5096176.0,4696502.0,795333.0
100,10457.0,0.0,0.0,0.0,0.0,0.0,0.0
101,10458.0,1.0,606154.0,86516.0,614528.0,300345.0,305809.0
102,10459.0,0.0,0.0,0.0,0.0,0.0,0.0
103,10460.0,1.0,467043.0,206549.0,458305.0,410080.0,18256.0
104,10461.0,5.0,3095865.0,612236.0,2024394.0,2891039.0,192069.0
105,10462.0,1.0,44095.0,0.0,2525.0,44095.0,0.0
106,10463.0,5.0,1991822.0,537554.0,1972452.0,1029115.0,956218.0
107,10464.0,2.0,299504.0,162059.0,302428.0,204818.0,59139.0
108,10465.0,2.0,132787.0,0.0,117108.0,102884.0,11897.0
109,10466.0,3.0,70823.0,0.0,27304.0,69628.0,1195.0
110,10467.0,3.0,3016058.0,360566.0,666755.0,2795446.0,178909.0
111,10468.0,5.0,3004118.0,630578.0,2961341.0,840816.0,1791150.0
112,10469.0,1.0,101938.0,0.0,91025.0,94705.0,7157.0
113,10470.0,1.0,699967.0,0.0,653067.0,427751.0,455671.0
114,10471.0,1.0,68279.0,0.0,70409.0,50774.0,17429.0
115,10472.0,2.0,131666.0,0.0,102975.0,103088.0,28576.0
116,10473.0,0.0,0.0,0.0,0.0,0.0,0.0
117,10474.0,3.0,520385.0,45000.0,489400.0,472066.0,37941.0
118,10475.0,0.0,0.0,0.0,0.0,0.0,0.0
119,11004.0,0.0,0.0,0.0,0.0,0.0,0.0
120,11005.0,0.0,0.0,0.0,0.0,0.0,0.0
121,10001.0,75.0,84200029.0,21140475.0,66969433.0,42005381.0,30975882.0
122,10002.0,25.0,28762340.0,10773235.0,27487697.0,18613151.0,9362166.0
123,10003.0,116.0,112279803.0,39730824.0,110054655.0,56274189.0,47122962.0
124,10004.0,11.0,35165943.0,17297532.0,39001968.0,18810994.0,13385347.0
125,10005.0,9.0,6245682.0,1089900.0,7851294.0,4839619.0,858848.0
126,10006.0,4.0,600767.0,20941.0,1271891.0,275109.0,317532.0
127,10007.0,12.0,6246800.0,2260154.0,7676602.0,1619456.0,4291020.0
128,10008.0,6.0,464570.0,21463.0,593610.0,196116.0,233727.0
129,10009.0,24.0,3728898.0,637950.0,3384141.0,2184346.0,1514350.0
130,10010.0,27.0,9150043.0,2371547.0,8118765.0,5973318.0,2062573.0
131,10011.0,70.0,74674956.0,18788438.0,62770762.0,47900083.0,19370184.0
132,10012.0,45.0,31720644.0,8513747.0,47117813.0,16631208.0,9567693.0
133,10013.0,63.0,27621168.0,7522092.0,24824948.0,19496216.0,6566852.0
