,ZIP,LEN,REVENUE,COMPENSATION,EXPENSES,CONTRIBUTIONS,PROGREVENUE
0,10177.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10178.0,2.0,259960.0,0.0,618551.0,203484.0,0.0
2,10249.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10179.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10260.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10268.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10270.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10271.0,1.0,198351.0,0.0,182388.0,186965.0,10527.0
8,10272.0,1.0,142042.0,0.0,128845.0,115254.0,26745.0
9,10274.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10276.0,7.0,515067.0,52000.0,604856.0,219910.0,214024.0
11,10164.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10278.0,0.0,0.0,0.0,0.0,0.0,0.0
13,10279.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10280.0,4.0,10948193.0,4082977.0,12053227.0,9800106.0,552061.0
15,10281.0,0.0,0.0,0.0,0.0,0.0,0.0
16,10282.0,0.0,0.0,0.0,0.0,0.0,0.0
17,10185.0,6.0,940087.0,0.0,953574.0,336071.0,591357.0
18,10285.0,0.0,0.0,0.0,0.0,0.0,0.0
19,10286.0,3.0,-222587.0,9280.0,445002.0,77019.0,191957.0
20,10292.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10301.0,12.0,8270159.0,3521020.0,8584696.0,5387295.0,2052131.0
22,10302.0,1.0,29474.0,0.0,17723.0,17764.0,0.0
23,10303.0,2.0,137584.0,0.0,134127.0,51886.0,85698.0
24,10304.0,3.0,138385.0,0.0,122286.0,131905.0,673.0
25,10305.0,2.0,258834.0,0.0,274268.0,214333.0,40394.0
26,10306.0,3.0,668000.0,172981.0,762587.0,258135.0,405392.0
27,10307.0,1.0,13347.0,0.0,17302.0,0.0,0.0
28,10308.0,1.0,80294.0,0.0,75039.0,80048.0,0.0
29,10309.0,1.0,66592.0,0.0,62372.0,48300.0,15274.0
30,10310.0,0.0,0.0,0.0,0.0,0.0,0.0
31,10311.0,0.0,0.0,0.0,0.0,0.0,0.0
32,10312.0,2.0,123154.0,0.0,122135.0,123140.0,0.0
