,ZIP,LEN,REVENUE,COMPENSATION,EXPENSES,CONTRIBUTIONS,PROGREVENUE
0,10001.0,77.0,79596952.0,26557786.0,84115431.0,30638322.0,38117570.0
1,10002.0,29.0,44317105.0,14467896.0,35087625.0,29782452.0,12233333.0
2,10003.0,123.0,147882537.0,50319991.0,134003930.0,80032398.0,55640922.0
3,10004.0,18.0,17174976.0,5771630.0,17389509.0,5078235.0,10646728.0
4,10005.0,9.0,9528354.0,1739826.0,11470774.0,7346445.0,1030552.0
5,10006.0,1.0,10324275.0,7344568.0,11486452.0,10169976.0,0.0
6,10007.0,10.0,4162083.0,1604089.0,4402548.0,936976.0,3020941.0
7,10009.0,25.0,4495831.0,854142.0,4293988.0,2227546.0,2203180.0
8,10010.0,25.0,12055461.0,3195772.0,11856564.0,6528021.0,2259852.0
9,10011.0,62.0,196897117.0,27860631.0,90604722.0,71164205.0,21800533.0
10,10012.0,44.0,48761280.0,7199128.0,42345314.0,12924504.0,5926621.0
11,10013.0,74.0,30913766.0,7803147.0,29569894.0,22552120.0,4576871.0
12,10014.0,44.0,214569549.0,25351956.0,69544468.0,185567288.0,15121696.0
13,10015.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10016.0,49.0,29255740.0,9081089.0,28775194.0,15543870.0,11168572.0
15,10017.0,33.0,225382808.0,71507649.0,195318855.0,92672606.0,127890717.0
16,10018.0,86.0,200661933.0,48780098.0,134680158.0,111886935.0,68126894.0
17,10019.0,85.0,674611570.0,156942473.0,482958111.0,361561400.0,130233957.0
18,10020.0,3.0,7393390.0,700083.0,6331485.0,2862797.0,4093920.0
19,10021.0,26.0,49895308.0,13963381.0,39134284.0,21282402.0,7328523.0
20,10022.0,65.0,54041935.0,13396361.0,49386768.0,21155894.0,12170315.0
21,10023.0,80.0,780803237.0,352453930.0,775098718.0,317354935.0,382980564.0
22,10024.0,47.0,199973681.0,83616636.0,220432154.0,129621992.0,35433975.0
23,10025.0,81.0,21242465.0,6073515.0,20736664.0,11642062.0,7415884.0
24,10026.0,4.0,296713.0,0.0,379767.0,397836.0,12379.0
25,10027.0,30.0,71888904.0,25701687.0,69358996.0,16668391.0,47170289.0
26,10028.0,21.0,681445596.0,142694705.0,526533524.0,298524818.0,21443734.0
27,10029.0,13.0,19902193.0,6534936.0,15260020.0,15799795.0,2473715.0
28,10030.0,9.0,4768783.0,2408571.0,5432361.0,2876418.0,1744753.0
29,10031.0,12.0,8406476.0,3708151.0,8948478.0,5704748.0,2397295.0
30,10032.0,15.0,12082374.0,2046707.0,11511908.0,3818273.0,192086.0
31,10033.0,10.0,672400.0,179214.0,659543.0,204941.0,396947.0
32,10034.0,14.0,883723.0,131657.0,879075.0,569043.0,304254.0
33,10035.0,8.0,10491577.0,6050156.0,10606268.0,5557537.0,4918346.0
34,10036.0,74.0,156944578.0,60343119.0,167906846.0,67462716.0,77697703.0
