,ZIP,LEN,REVENUE,COMPENSATION,EXPENSES,CONTRIBUTIONS,PROGREVENUE
0,10001.0,77.0,76957880.0,21690244.0,72093384.0,35136865.0,32063603.0
1,10002.0,23.0,26707431.0,9667059.0,25568162.0,17108245.0,8113965.0
2,10003.0,107.0,107228040.0,40303340.0,105816275.0,55145132.0,44015399.0
3,10004.0,9.0,30735981.0,16825407.0,39009916.0,15346346.0,14508800.0
4,10005.0,13.0,7429726.0,1591850.0,9179173.0,5648621.0,1061398.0
5,10006.0,3.0,663536.0,0.0,1168688.0,325109.0,317532.0
6,10007.0,10.0,6350623.0,2308659.0,7296132.0,1540785.0,4663694.0
7,10009.0,25.0,3989218.0,559415.0,4381369.0,2391155.0,1518829.0
8,10010.0,25.0,9037452.0,2234471.0,8224512.0,6879282.0,2102545.0
9,10011.0,61.0,77001480.0,16966039.0,53721271.0,55814029.0,15565596.0
10,10012.0,43.0,38867585.0,6643904.0,45498885.0,20946429.0,4338132.0
11,10013.0,65.0,25808768.0,7033121.0,26680322.0,17766597.0,6710740.0
12,10014.0,52.0,18696688.0,6048086.0,18605370.0,9721335.0,8633822.0
13,10015.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10016.0,53.0,23905566.0,9471969.0,24281420.0,5666706.0,11099488.0
15,10017.0,43.0,63538585.0,5398782.0,62144619.0,11486225.0,46526035.0
16,10018.0,80.0,124754861.0,42425132.0,121860135.0,51880774.0,55888858.0
17,10019.0,69.0,398262700.0,118111754.0,383128486.0,216670795.0,92876005.0
18,10020.0,3.0,650346.0,389946.0,2584147.0,459070.0,0.0
19,10021.0,26.0,58321688.0,24318711.0,73614267.0,38957711.0,9078468.0
20,10022.0,52.0,36740195.0,10027708.0,35576036.0,13263243.0,13682875.0
21,10023.0,79.0,822526785.0,339794750.0,865474784.0,430148358.0,347626728.0
22,10024.0,33.0,165953120.0,74809745.0,201244951.0,107370214.0,34019642.0
23,10025.0,70.0,14961541.0,4502466.0,15455116.0,6563502.0,6963938.0
24,10026.0,2.0,322438.0,0.0,283678.0,309260.0,13178.0
25,10027.0,22.0,57644493.0,22194119.0,49536006.0,19005923.0,29023608.0
26,10028.0,18.0,309839076.0,111674877.0,353411996.0,158564669.0,14818878.0
27,10029.0,12.0,14627619.0,5101540.0,12861781.0,11567207.0,2157211.0
28,10030.0,7.0,5299198.0,2532408.0,5510206.0,3704256.0,1482074.0
29,10031.0,10.0,7500926.0,2586886.0,6893283.0,5713679.0,1702785.0
30,10032.0,10.0,3655364.0,273677.0,4384351.0,859850.0,437275.0
31,10033.0,9.0,1304749.0,0.0,1323962.0,418270.0,885789.0
32,10034.0,8.0,431420.0,0.0,391160.0,320209.0,108610.0
33,10035.0,8.0,2824680.0,909860.0,2589293.0,2288951.0,529727.0
34,10036.0,78.0,135731455.0,49347253.0,137513115.0,64609082.0,62414981.0
35,10037.0,0.0,0.0,0.0,0.0,0.0,0.0
36,10038.0,16.0,12953119.0,4476578.0,13312658.0,10666168.0,1068191.0
37,10039.0,3.0,13049057.0,1873155.0,3662216.0,12413261.0,585835.0
38,10040.0,8.0,1025966.0,237832.0,900450.0,696544.0,301645.0
39,10041.0,0.0,0.0,0.0,0.0,0.0,0.0
40,10044.0,0.0,0.0,0.0,0.0,0.0,0.0
41,10045.0,0.0,0.0,0.0,0.0,0.0,0.0
42,10048.0,0.0,0.0,0.0,0.0,0.0,0.0
43,10055.0,0.0,0.0,0.0,0.0,0.0,0.0
44,10060.0,0.0,0.0,0.0,0.0,0.0,0.0
45,10069.0,1.0,1000.0,0.0,300.0,1000.0,0.0
46,10090.0,0.0,0.0,0.0,0.0,0.0,0.0
47,10095.0,0.0,0.0,0.0,0.0,0.0,0.0
48,10098.0,0.0,0.0,0.0,0.0,0.0,0.0
49,10099.0,0.0,0.0,0.0,0.0,0.0,0.0
50,10103.0,1.0,1377.0,0.0,900.0,1350.0,0.0
51,10104.0,3.0,6265615.0,604438.0,8195896.0,6006952.0,0.0
52,10105.0,0.0,0.0,0.0,0.0,0.0,0.0
53,10106.0,0.0,0.0,0.0,0.0,0.0,0.0
54,10107.0,2.0,2318928.0,1059550.0,2903263.0,1176424.0,746544.0
55,10110.0,2.0,539333.0,131400.0,603571.0,163200.0,0.0
56,10111.0,1.0,30278.0,0.0,35680.0,0.0,0.0
57,10112.0,2.0,963643.0,320838.0,906493.0,860295.0,2330.0
58,10115.0,3.0,1495359.0,332553.0,1549271.0,1037157.0,419155.0
59,10118.0,4.0,1375077.0,32000.0,1712812.0,116920.0,1187380.0
60,10119.0,2.0,207809.0,0.0,177455.0,151505.0,19272.0
61,10120.0,0.0,0.0,0.0,0.0,0.0,0.0
62,10121.0,0.0,0.0,0.0,0.0,0.0,0.0
63,10122.0,4.0,2215646.0,1315145.0,3719286.0,1961653.0,146018.0
64,10123.0,0.0,0.0,0.0,0.0,0.0,0.0
65,10128.0,23.0,77369758.0,29704634.0,78324703.0,30209522.0,38037711.0
66,10151.0,0.0,0.0,0.0,0.0,0.0,0.0
67,10152.0,0.0,0.0,0.0,0.0,0.0,0.0
68,10153.0,2.0,1316870.0,399125.0,1487968.0,0.0,0.0
69,10154.0,0.0,0.0,0.0,0.0,0.0,0.0
70,10155.0,1.0,52351.0,0.0,27037.0,47182.0,4869.0
71,10158.0,1.0,192197.0,10000.0,422647.0,0.0,0.0
72,10161.0,0.0,0.0,0.0,0.0,0.0,0.0
73,10162.0,0.0,0.0,0.0,0.0,0.0,0.0
74,10165.0,2.0,203225.0,0.0,183889.0,63990.0,139220.0
75,10166.0,0.0,0.0,0.0,0.0,0.0,0.0
76,10167.0,2.0,2695609.0,0.0,2695609.0,0.0,2695609.0
77,10168.0,2.0,78463.0,0.0,137441.0,13395.0,10300.0
78,10169.0,1.0,613855.0,0.0,1861280.0,582892.0,0.0
79,10170.0,0.0,0.0,0.0,0.0,0.0,0.0
80,10171.0,1.0,555277.0,0.0,575087.0,550000.0,0.0
81,10172.0,0.0,0.0,0.0,0.0,0.0,0.0
82,10173.0,0.0,0.0,0.0,0.0,0.0,0.0
83,10174.0,0.0,0.0,0.0,0.0,0.0,0.0
84,10175.0,0.0,0.0,0.0,0.0,0.0,0.0
85,10176.0,0.0,0.0,0.0,0.0,0.0,0.0
86,10177.0,1.0,223978.0,0.0,209178.0,223978.0,0.0
87,10178.0,0.0,0.0,0.0,0.0,0.0,0.0
88,10199.0,0.0,0.0,0.0,0.0,0.0,0.0
89,10270.0,0.0,0.0,0.0,0.0,0.0,0.0
90,10271.0,1.0,265072.0,0.0,274320.0,253750.0,11029.0
91,10278.0,0.0,0.0,0.0,0.0,0.0,0.0
