,ZIP,LEN,REVENUE,COMPENSATION,EXPENSES,CONTRIBUTIONS,PROGREVENUE
0,10001.0,78.0,72706786.0,17052649.0,58462830.0,34109626.0,27509148.0
1,10002.0,21.0,7204003.0,2925080.0,7213453.0,3565424.0,2503603.0
2,10003.0,98.0,81587254.0,26754497.0,73440510.0,43060308.0,27209260.0
3,10004.0,5.0,5233182.0,1527828.0,3535980.0,4221167.0,847839.0
4,10005.0,5.0,1568626.0,476866.0,1185195.0,1267998.0,28840.0
5,10006.0,4.0,358118.0,130159.0,762148.0,314390.0,10335.0
6,10007.0,13.0,6710340.0,2355146.0,6558808.0,3244954.0,3291638.0
7,10009.0,28.0,5193565.0,1248186.0,5136648.0,2829578.0,2187681.0
8,10010.0,35.0,15104216.0,3180441.0,11367490.0,5587746.0,7500365.0
9,10011.0,58.0,108354798.0,17190581.0,72823457.0,82247278.0,12633023.0
10,10012.0,53.0,68496489.0,11710501.0,56438845.0,27470134.0,12258476.0
11,10013.0,61.0,35052589.0,7384001.0,30432280.0,27128939.0,5820216.0
12,10014.0,38.0,18877825.0,5109431.0,14924081.0,11922617.0,6218764.0
13,10015.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10016.0,53.0,26445384.0,9836713.0,26086512.0,8002240.0,15876023.0
15,10017.0,41.0,61519072.0,8751494.0,34057525.0,15711762.0,10262614.0
16,10018.0,73.0,99030749.0,33885940.0,97055816.0,39441636.0,55008217.0
17,10019.0,67.0,500375809.0,98777001.0,393534019.0,271352236.0,84763255.0
18,10020.0,6.0,3421053.0,174108.0,978710.0,444790.0,157777.0
19,10021.0,44.0,114108797.0,26949490.0,84262148.0,48503968.0,22134984.0
20,10022.0,54.0,77729164.0,11278404.0,41667330.0,53325646.0,11793118.0
21,10023.0,71.0,763124566.0,303845469.0,653273620.0,354642664.0,265204851.0
22,10024.0,44.0,262385225.0,69273941.0,185778191.0,160960075.0,35679693.0
23,10025.0,65.0,16303614.0,5498553.0,15336368.0,8179358.0,6708141.0
24,10026.0,3.0,2694786.0,667118.0,1830964.0,2567422.0,63046.0
25,10027.0,20.0,60359040.0,18938871.0,45221178.0,23929634.0,28294194.0
26,10028.0,13.0,570018706.0,107721148.0,318231543.0,208403324.0,58797646.0
27,10029.0,12.0,11443833.0,4348947.0,10622159.0,9400573.0,1199999.0
28,10030.0,6.0,4479562.0,2316397.0,4774298.0,2668368.0,1281842.0
29,10031.0,9.0,10428225.0,3902262.0,8877997.0,8778995.0,1313985.0
30,10032.0,8.0,13872598.0,1513400.0,6707897.0,3130560.0,83597.0
31,10033.0,8.0,667890.0,170686.0,707263.0,278239.0,406699.0
32,10034.0,5.0,281381.0,66000.0,271548.0,41233.0,232820.0
33,10035.0,5.0,2298707.0,563704.0,2456379.0,1547665.0,694955.0
34,10036.0,83.0,161743386.0,45786796.0,131715419.0,83546249.0,52092648.0
35,10037.0,0.0,0.0,0.0,0.0,0.0,0.0
36,10038.0,15.0,13987116.0,3697869.0,16279608.0,10991371.0,2253755.0
37,10039.0,1.0,57156.0,0.0,48825.0,5000.0,52156.0
38,10040.0,6.0,1028961.0,99406.0,528267.0,780771.0,177914.0
39,10041.0,0.0,0.0,0.0,0.0,0.0,0.0
40,10044.0,1.0,127491.0,0.0,86873.0,114585.0,10455.0
41,10045.0,0.0,0.0,0.0,0.0,0.0,0.0
42,10048.0,0.0,0.0,0.0,0.0,0.0,0.0
43,10055.0,0.0,0.0,0.0,0.0,0.0,0.0
44,10060.0,0.0,0.0,0.0,0.0,0.0,0.0
45,10069.0,1.0,36462.0,0.0,25657.0,29000.0,8118.0
46,10090.0,0.0,0.0,0.0,0.0,0.0,0.0
47,10095.0,0.0,0.0,0.0,0.0,0.0,0.0
48,10098.0,0.0,0.0,0.0,0.0,0.0,0.0
49,10099.0,0.0,0.0,0.0,0.0,0.0,0.0
50,10103.0,0.0,0.0,0.0,0.0,0.0,0.0
51,10104.0,0.0,0.0,0.0,0.0,0.0,0.0
52,10105.0,1.0,44418.0,8473.0,20022.0,43450.0,0.0
53,10106.0,1.0,130000.0,0.0,165.0,130000.0,0.0
54,10107.0,2.0,3305302.0,943426.0,3030420.0,1712350.0,648507.0
55,10110.0,0.0,0.0,0.0,0.0,0.0,0.0
56,10111.0,0.0,0.0,0.0,0.0,0.0,0.0
57,10112.0,1.0,5617561.0,0.0,3626664.0,4907120.0,0.0
58,10115.0,1.0,64549.0,0.0,61854.0,40342.0,24207.0
59,10118.0,13.0,3298095.0,128622.0,3623414.0,1340686.0,1453050.0
60,10119.0,1.0,31253.0,0.0,12100.0,8000.0,0.0
61,10120.0,0.0,0.0,0.0,0.0,0.0,0.0
62,10121.0,0.0,0.0,0.0,0.0,0.0,0.0
63,10122.0,4.0,4614217.0,1294517.0,4351940.0,4170410.0,69254.0
64,10123.0,1.0,80270.0,0.0,66820.0,14046.0,64863.0
65,10128.0,23.0,84444602.0,25036960.0,73713300.0,33562020.0,37785177.0
66,10151.0,1.0,201056.0,16672.0,176993.0,0.0,0.0
67,10152.0,0.0,0.0,0.0,0.0,0.0,0.0
68,10153.0,2.0,1370217.0,0.0,3981256.0,307300.0,0.0
69,10154.0,0.0,0.0,0.0,0.0,0.0,0.0
70,10155.0,0.0,0.0,0.0,0.0,0.0,0.0
71,10158.0,2.0,848577.0,10000.0,574277.0,0.0,0.0
72,10161.0,0.0,0.0,0.0,0.0,0.0,0.0
73,10162.0,2.0,78065.0,0.0,73318.0,61139.0,14631.0
74,10165.0,4.0,636100.0,35000.0,448762.0,199495.0,434571.0
75,10166.0,1.0,48353.0,0.0,47228.0,16763.0,31478.0
76,10167.0,4.0,22486378.0,0.0,22486378.0,0.0,0.0
77,10168.0,1.0,19915.0,0.0,12664.0,18867.0,78.0
78,10169.0,2.0,11915620.0,150320.0,7009634.0,4561355.0,1306944.0
79,10170.0,2.0,627997.0,124976.0,494779.0,124212.0,490117.0
80,10171.0,1.0,2930697.0,0.0,841378.0,2901858.0,0.0
81,10172.0,0.0,0.0,0.0,0.0,0.0,0.0
82,10173.0,0.0,0.0,0.0,0.0,0.0,0.0
83,10174.0,1.0,11918.0,0.0,6177.0,7000.0,0.0
84,10175.0,0.0,0.0,0.0,0.0,0.0,0.0
85,10176.0,1.0,30461.0,29000.0,90353.0,0.0,0.0
86,10177.0,0.0,0.0,0.0,0.0,0.0,0.0
87,10178.0,1.0,99756.0,0.0,13734.0,99690.0,0.0
88,10199.0,0.0,0.0,0.0,0.0,0.0,0.0
89,10270.0,0.0,0.0,0.0,0.0,0.0,0.0
90,10271.0,0.0,0.0,0.0,0.0,0.0,0.0
91,10278.0,0.0,0.0,0.0,0.0,0.0,0.0
92,10279.0,0.0,0.0,0.0,0.0,0.0,0.0
93,10280.0,5.0,25525036.0,4091883.0,13379264.0,23717031.0,663069.0
94,10281.0,0.0,0.0,0.0,0.0,0.0,0.0
95,10282.0,0.0,0.0,0.0,0.0,0.0,0.0
96,10301.0,13.0,13061123.0,3761279.0,8923657.0,10396458.0,1568356.0
97,10302.0,0.0,0.0,0.0,0.0,0.0,0.0
98,10303.0,2.0,115432.0,0.0,119353.0,57692.0,57723.0
99,10304.0,2.0,110443.0,0.0,87658.0,58625.0,908.0
100,10305.0,1.0,243376.0,145381.0,219651.0,198640.0,38644.0
101,10306.0,3.0,708532.0,156162.0,912191.0,348074.0,329960.0
102,10307.0,0.0,0.0,0.0,0.0,0.0,0.0
103,10308.0,0.0,0.0,0.0,0.0,0.0,0.0
104,10309.0,1.0,71082.0,0.0,69414.0,49500.0,16179.0
105,10310.0,0.0,0.0,0.0,0.0,0.0,0.0
106,10311.0,0.0,0.0,0.0,0.0,0.0,0.0
107,10312.0,1.0,34529.0,0.0,16262.0,34515.0,0.0
108,10314.0,8.0,1145930.0,138506.0,846644.0,432890.0,647511.0
109,10451.0,3.0,2394125.0,689450.0,2137458.0,1617836.0,740620.0
110,10452.0,4.0,894137.0,386974.0,969257.0,650690.0,242594.0
111,10453.0,3.0,240875.0,85907.0,240659.0,169397.0,66803.0
112,10454.0,0.0,0.0,0.0,0.0,0.0,0.0
113,10455.0,2.0,-97853.0,40004.0,162160.0,31030.0,0.0
114,10456.0,1.0,2432020.0,344464.0,2357193.0,2295890.0,135037.0
115,10457.0,1.0,45005.0,0.0,36675.0,45000.0,0.0
116,10458.0,1.0,445606.0,259031.0,543458.0,101275.0,344331.0
117,10459.0,0.0,0.0,0.0,0.0,0.0,0.0
118,10460.0,1.0,456064.0,209291.0,465893.0,153642.0,300015.0
119,10461.0,6.0,9446649.0,1092908.0,9375069.0,1870138.0,7604910.0
120,10462.0,1.0,50381.0,0.0,59217.0,50295.0,0.0
121,10463.0,4.0,1545572.0,184928.0,1339606.0,691887.0,848690.0
122,10464.0,3.0,322596.0,100871.0,288955.0,62844.0,126129.0
123,10465.0,1.0,105518.0,28684.0,46743.0,63296.0,8455.0
124,10466.0,1.0,46369.0,0.0,34871.0,44209.0,0.0
125,10467.0,3.0,668988.0,293665.0,551181.0,457061.0,174218.0
126,10468.0,4.0,2078925.0,583312.0,2231288.0,982188.0,853440.0
127,10469.0,1.0,1.0,0.0,0.0,0.0,0.0
128,10470.0,1.0,533825.0,0.0,630968.0,183900.0,278051.0
129,10471.0,3.0,295160.0,48000.0,298304.0,159782.0,133593.0
130,10472.0,1.0,54756.0,0.0,57608.0,0.0,54756.0
131,10473.0,1.0,133845.0,0.0,118923.0,83080.0,50765.0
132,10474.0,2.0,225294.0,0.0,213051.0,192315.0,32979.0
133,10475.0,0.0,0.0,0.0,0.0,0.0,0.0
134,11004.0,0.0,0.0,0.0,0.0,0.0,0.0
135,11101.0,11.0,6422431.0,2089192.0,6649223.0,4509006.0,1195639.0
136,11102.0,1.0,99619.0,18417.0,96687.0,68700.0,30919.0
137,11103.0,9.0,2009211.0,45010.0,1941630.0,1243676.0,150174.0
138,11104.0,3.0,750680.0,171590.0,831154.0,464589.0,181922.0
139,11105.0,11.0,1511427.0,121382.0,1338764.0,1112228.0,264845.0
140,11106.0,7.0,13680079.0,3812988.0,10210145.0,6211795.0,891272.0
141,11109.0,0.0,0.0,0.0,0.0,0.0,0.0
142,11201.0,23.0,12961590.0,3971253.0,11644390.0,8146374.0,4629214.0
143,11203.0,2.0,2541913.0,1549706.0,2392324.0,2323939.0,34508.0
144,11204.0,0.0,0.0,0.0,0.0,0.0,0.0
145,11205.0,4.0,184307.0,0.0,223988.0,100157.0,45016.0
146,11206.0,1.0,54435.0,0.0,57181.0,54435.0,0.0
147,11207.0,1.0,19518685.0,10909859.0,20690713.0,0.0,19460381.0
148,11208.0,1.0,73445.0,7900.0,74694.0,73445.0,0.0
149,11209.0,4.0,335459.0,81144.0,335914.0,69119.0,266822.0
150,11210.0,4.0,1490514.0,344585.0,1561876.0,673637.0,726953.0
151,11211.0,12.0,1996077.0,521181.0,1888550.0,1156243.0,691277.0
152,11212.0,1.0,44069.0,0.0,61266.0,7500.0,35551.0
153,11213.0,7.0,9242926.0,5222544.0,12845443.0,7103022.0,1632785.0
154,11214.0,1.0,59387.0,0.0,58126.0,51090.0,8297.0
155,11215.0,17.0,4940370.0,666045.0,4495380.0,3492036.0,1270873.0
156,11216.0,3.0,194661.0,0.0,146061.0,173661.0,3000.0
