,ZIP,LEN,REVENUE,COMPENSATION,EXPENSES,CONTRIBUTIONS,PROGREVENUE
0,10177.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10178.0,2.0,817911.0,0.0,332374.0,803875.0,0.0
2,10249.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10179.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10260.0,0.0,0.0,0.0,0.0,0.0,0.0
5,10268.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10270.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10271.0,1.0,143561.0,0.0,142900.0,143561.0,0.0
8,10272.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10274.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10276.0,7.0,443105.0,89898.0,516604.0,170486.0,163512.0
11,10164.0,0.0,0.0,0.0,0.0,0.0,0.0
12,10278.0,0.0,0.0,0.0,0.0,0.0,0.0
13,10279.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10280.0,4.0,10560234.0,4289106.0,13689080.0,8833335.0,733536.0
15,10281.0,1.0,90796.0,0.0,44000.0,90796.0,0.0
16,10282.0,0.0,0.0,0.0,0.0,0.0,0.0
17,10185.0,3.0,217050.0,13750.0,156794.0,170443.0,40584.0
18,10285.0,0.0,0.0,0.0,0.0,0.0,0.0
19,10286.0,3.0,306840.0,2631.0,379730.0,0.0,0.0
20,10292.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10301.0,13.0,10298458.0,3948650.0,9451470.0,6519549.0,2831990.0
22,10302.0,0.0,0.0,0.0,0.0,0.0,0.0
23,10303.0,2.0,129420.0,0.0,122678.0,51390.0,78026.0
24,10304.0,3.0,126901.0,0.0,134560.0,120237.0,864.0
25,10305.0,2.0,228415.0,0.0,269752.0,192341.0,33334.0
26,10306.0,3.0,731186.0,180461.0,782380.0,426799.0,301520.0
27,10307.0,0.0,0.0,0.0,0.0,0.0,0.0
28,10308.0,1.0,80294.0,0.0,75039.0,80048.0,0.0
29,10309.0,1.0,66592.0,0.0,62372.0,48300.0,15274.0
30,10310.0,0.0,0.0,0.0,0.0,0.0,0.0
31,10311.0,0.0,0.0,0.0,0.0,0.0,0.0
32,10312.0,1.0,82461.0,0.0,75527.0,82432.0,0.0
33,10313.0,0.0,0.0,0.0,0.0,0.0,0.0
34,10314.0,4.0,586642.0,107788.0,669794.0,61848.0,502173.0
35,11351.0,0.0,0.0,0.0,0.0,0.0,0.0
36,11352.0,1.0,4619333.0,1277426.0,3786048.0,3063200.0,1444048.0
37,11354.0,16.0,5416317.0,737158.0,4877280.0,4279858.0,601962.0
38,11355.0,2.0,75972.0,0.0,79289.0,340.0,75632.0
39,11356.0,1.0,84560.0,13935.0,82436.0,0.0,0.0
40,11357.0,2.0,521805.0,33181.0,491701.0,488511.0,12352.0
41,11358.0,1.0,97877.0,0.0,94388.0,0.0,97877.0
42,11359.0,0.0,0.0,0.0,0.0,0.0,0.0
43,11360.0,3.0,298685.0,0.0,102350.0,270891.0,4800.0
44,11361.0,2.0,26670.0,0.0,19696.0,400.0,26270.0
45,11362.0,0.0,0.0,0.0,0.0,0.0,0.0
46,11363.0,2.0,325539.0,59585.0,364723.0,299309.0,26020.0
47,11364.0,2.0,142177.0,0.0,116607.0,1634.0,121251.0
48,11365.0,4.0,726221.0,55740.0,540777.0,364557.0,303742.0
49,11366.0,0.0,0.0,0.0,0.0,0.0,0.0
50,11367.0,1.0,30862.0,0.0,33407.0,0.0,26795.0
51,11368.0,3.0,18316945.0,7569738.0,19283052.0,13603864.0,4003730.0
52,11369.0,0.0,0.0,0.0,0.0,0.0,0.0
53,11370.0,1.0,44338.0,0.0,40174.0,44309.0,0.0
54,11371.0,0.0,0.0,0.0,0.0,0.0,0.0
55,11372.0,6.0,935847.0,82915.0,638990.0,588916.0,344418.0
56,11373.0,2.0,64984.0,0.0,46673.0,64584.0,400.0
57,11374.0,1.0,61966.0,0.0,61447.0,61957.0,0.0
58,11375.0,2.0,240377.0,26975.0,258067.0,26460.0,213917.0
59,11377.0,3.0,417497.0,0.0,417067.0,409775.0,3040.0
60,11378.0,2.0,149898.0,0.0,123989.0,103497.0,17224.0
61,11379.0,2.0,98855.0,0.0,52497.0,50000.0,17961.0
62,11380.0,0.0,0.0,0.0,0.0,0.0,0.0
63,11381.0,0.0,0.0,0.0,0.0,0.0,0.0
64,11385.0,4.0,1095436.0,257181.0,1088189.0,613416.0,279241.0
65,11386.0,0.0,0.0,0.0,0.0,0.0,0.0
66,11411.0,0.0,0.0,0.0,0.0,0.0,0.0
67,11412.0,2.0,59821.0,0.0,39798.0,550.0,33000.0
68,11413.0,1.0,27000.0,0.0,29333.0,0.0,27000.0
69,11414.0,1.0,135231.0,0.0,111024.0,0.0,0.0
70,11415.0,0.0,0.0,0.0,0.0,0.0,0.0
71,11416.0,1.0,11171.0,0.0,1848.0,0.0,0.0
72,11417.0,0.0,0.0,0.0,0.0,0.0,0.0
73,11418.0,2.0,281006.0,100667.0,286933.0,45801.0,20578.0
74,11419.0,0.0,0.0,0.0,0.0,0.0,0.0
75,11420.0,3.0,607215.0,152568.0,637628.0,602027.0,4925.0
76,11421.0,2.0,1225274.0,308323.0,1138135.0,1199241.0,83588.0
77,11422.0,0.0,0.0,0.0,0.0,0.0,0.0
78,11423.0,0.0,0.0,0.0,0.0,0.0,0.0
79,11424.0,1.0,25439.0,0.0,29653.0,15300.0,0.0
80,11425.0,0.0,0.0,0.0,0.0,0.0,0.0
